ID,Term,Uzbek Meaning,Difficulty,Category,Type,Question,Option A,Option B,Option C,Option D,Correct,Explanation
151,meaning,ma’no,Medium,Vocabulary,EN→UZ,Choose the best Uzbek meaning of 'meaning'.,madaniy o‘zgarish,ma’no,mahalliy tadbir,jamoat qadriyat,B,'meaning' means 'ma’no' in Uzbek. Remember it together with its context.
152,meaning,ma’no,Medium,Vocabulary,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'ma’no'.,meaning,local event,public value,cultural change,A,The English word or phrase for 'ma’no' is 'meaning'.
153,meaning,ma’no,Medium,Vocabulary,Context,Guess the _____ of the word from context.,local event,public value,cultural change,meaning,D,The best answer in this context is 'meaning' (ma’no).
154,context,kontekst,Medium,Vocabulary,EN→UZ,Choose the best Uzbek meaning of 'context'.,milliy qo‘llab-quvvatlash,tushuntirmoq,kontekst,madaniy loyiha,C,'context' means 'kontekst' in Uzbek. Remember it together with its context.
155,context,kontekst,Medium,Vocabulary,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'kontekst'.,explain,context,cultural project,national support,B,The English word or phrase for 'kontekst' is 'context'.
156,context,kontekst,Medium,Vocabulary,Context,You can understand the word from its _____.,context,cultural project,national support,explain,A,The best answer in this context is 'context' (kontekst).
157,similar,o‘xshash,Medium,Vocabulary,EN→UZ,Choose the best Uzbek meaning of 'similar'.,jamoat loyiha,madaniy qo‘llab-quvvatlash,milliy o‘zlik,o‘xshash,D,'similar' means 'o‘xshash' in Uzbek. Remember it together with its context.
158,similar,o‘xshash,Medium,Vocabulary,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘xshash'.,cultural support,national identity,similar,public project,C,The English word or phrase for 'o‘xshash' is 'similar'.
159,similar,o‘xshash,Medium,Vocabulary,Context,These two words have a _____ meaning.,national identity,similar,public project,cultural support,B,The best answer in this context is 'similar' (o‘xshash).
160,different,farqli,Medium,Vocabulary,EN→UZ,Choose the best Uzbek meaning of 'different'.,farqli,aqlli ilova,mobil platforma,avtomatlashtirilgan tizim,A,'different' means 'farqli' in Uzbek. Remember it together with its context.
161,different,farqli,Medium,Vocabulary,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'farqli'.,smart application,mobile platform,automated system,different,D,The English word or phrase for 'farqli' is 'different'.
162,different,farqli,Medium,Vocabulary,Context,The two passages discuss _____ ideas.,mobile platform,automated system,different,smart application,C,The best answer in this context is 'different' (farqli).
163,increase,oshmoq,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'increase'.,muntazam fikr-mulohaza,oshmoq,akademik baholash,amaliy topshiriq,B,'increase' means 'oshmoq' in Uzbek. Remember it together with its context.
164,increase,oshmoq,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'oshmoq'.,increase,academic assessment,practical task,regular feedback,A,The English word or phrase for 'oshmoq' is 'increase'.
165,increase,oshmoq,Medium,Academic,Context,Student participation may _____ with better feedback.,academic assessment,practical task,regular feedback,increase,D,The best answer in this context is 'increase' (oshmoq).
166,decrease,kamaymoq,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'decrease'.,akademik maqsad,amaliy baholash,kamaymoq,ma’lumot,C,'decrease' means 'kamaymoq' in Uzbek. Remember it together with its context.
167,decrease,kamaymoq,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'kamaymoq'.,practical assessment,decrease,information,academic goal,B,The English word or phrase for 'kamaymoq' is 'decrease'.
168,decrease,kamaymoq,Medium,Academic,Context,The number of errors began to _____.,decrease,information,academic goal,practical assessment,A,The best answer in this context is 'decrease' (kamaymoq).
169,change,o‘zgarish,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'change'.,bulutli yechim,ma’lumot tarmoq,bozor talab,o‘zgarish,D,'change' means 'o‘zgarish' in Uzbek. Remember it together with its context.
170,change,o‘zgarish,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'o‘zgarish'.,data network,market demand,change,cloud solution,C,The English word or phrase for 'o‘zgarish' is 'change'.
171,change,o‘zgarish,Medium,Academic,Context,The new policy created a major _____.,market demand,change,cloud solution,data network,B,The best answer in this context is 'change' (o‘zgarish).
172,reason,sabab,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'reason'.,sabab,bozor talab,savdo fikr,moliyaviy model,A,'reason' means 'sabab' in Uzbek. Remember it together with its context.
173,reason,sabab,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'sabab'.,market demand,sales feedback,financial model,reason,D,The English word or phrase for 'sabab' is 'reason'.
174,reason,sabab,Medium,Academic,Context,What is the main _____ for the decision?,sales feedback,financial model,reason,market demand,C,The best answer in this context is 'reason' (sabab).
175,effect,ta’sir,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'effect'.,bozor fikr,ta’sir,virtual tarmoq,mijoz talab,B,'effect' means 'ta’sir' in Uzbek. Remember it together with its context.
176,effect,ta’sir,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'ta’sir'.,effect,virtual network,customer demand,market feedback,A,The English word or phrase for 'ta’sir' is 'effect'.
177,effect,ta’sir,Medium,Academic,Context,The new system had a positive _____.,virtual network,customer demand,market feedback,effect,D,The best answer in this context is 'effect' (ta’sir).
178,evidence,dalil,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'evidence'.,onlayn baholash,muntazam topshiriq,dalil,xizmat,C,'evidence' means 'dalil' in Uzbek. Remember it together with its context.
179,evidence,dalil,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dalil'.,regular task,evidence,service,online assessment,B,The English word or phrase for 'dalil' is 'evidence'.
180,evidence,dalil,Medium,Academic,Context,Find _____ in the passage for your answer.,evidence,service,online assessment,regular task,A,The best answer in this context is 'evidence' (dalil).
181,compare,taqqoslamoq,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'compare'.,mahalliy loyiha,ijtimoiy qo‘llab-quvvatlash,hamjamiyat o‘zlik,taqqoslamoq,D,'compare' means 'taqqoslamoq' in Uzbek. Remember it together with its context.
182,compare,taqqoslamoq,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'taqqoslamoq'.,social support,community identity,compare,local project,C,The English word or phrase for 'taqqoslamoq' is 'compare'.
183,compare,taqqoslamoq,Medium,Academic,Context,The task asks students to _____ two ideas.,community identity,compare,local project,social support,B,The best answer in this context is 'compare' (taqqoslamoq).
184,describe,tasvirlamoq,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'describe'.,tasvirlamoq,biznes,onlayn strategiya,muntazam ko‘nikma,A,'describe' means 'tasvirlamoq' in Uzbek. Remember it together with its context.
185,describe,tasvirlamoq,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'tasvirlamoq'.,business,online strategy,regular skill,describe,D,The English word or phrase for 'tasvirlamoq' is 'describe'.
186,describe,tasvirlamoq,Medium,Academic,Context,Please _____ the process in your own words.,online strategy,regular skill,describe,business,C,The best answer in this context is 'describe' (tasvirlamoq).
187,purpose,maqsad,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'purpose'.,ta’sir,maqsad,hamjamiyat qadriyat,mashq qilmoq,B,'purpose' means 'maqsad' in Uzbek. Remember it together with its context.
188,purpose,maqsad,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'maqsad'.,purpose,community value,practice,effect,A,The English word or phrase for 'maqsad' is 'purpose'.
189,purpose,maqsad,Medium,Academic,Context,What is the main _____ of this paragraph?,community value,practice,effect,purpose,D,The best answer in this context is 'purpose' (maqsad).
190,benefit,foyda,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'benefit'.,jamoat qo‘llab-quvvatlash,madaniy o‘zlik,foyda,kompaniya imkoniyat,C,'benefit' means 'foyda' in Uzbek. Remember it together with its context.
191,benefit,foyda,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'foyda'.,cultural identity,benefit,company opportunity,public support,B,The English word or phrase for 'foyda' is 'benefit'.
192,benefit,foyda,Medium,Academic,Context,One _____ of daily reading is better vocabulary.,benefit,company opportunity,public support,cultural identity,A,The best answer in this context is 'benefit' (foyda).
193,problem,muammo,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'problem'.,jamoat loyiha,madaniy qo‘llab-quvvatlash,milliy o‘zlik,muammo,D,'problem' means 'muammo' in Uzbek. Remember it together with its context.
194,problem,muammo,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'muammo'.,cultural support,national identity,problem,public project,C,The English word or phrase for 'muammo' is 'problem'.
195,problem,muammo,Medium,Academic,Context,The article explains a common learning _____.,national identity,problem,public project,cultural support,B,The best answer in this context is 'problem' (muammo).
196,solution,yechim,Medium,Academic,EN→UZ,Choose the best Uzbek meaning of 'solution'.,yechim,guruh usul,o‘qish baholash,o‘rganish topshiriq,A,'solution' means 'yechim' in Uzbek. Remember it together with its context.
197,solution,yechim,Medium,Academic,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'yechim'.,group method,reading assessment,learning task,solution,D,The English word or phrase for 'yechim' is 'solution'.
198,solution,yechim,Medium,Academic,Context,The team proposed a simple _____ to the problem.,reading assessment,learning task,solution,group method,C,The best answer in this context is 'solution' (yechim).
199,environment,atrof-muhit,Medium,Environment,EN→UZ,Choose the best Uzbek meaning of 'environment'.,akademik strategiya,atrof-muhit,noto‘g‘ri,yechim,B,'environment' means 'atrof-muhit' in Uzbek. Remember it together with its context.
200,environment,atrof-muhit,Medium,Environment,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'atrof-muhit'.,environment,incorrect,solution,academic strategy,A,The English word or phrase for 'atrof-muhit' is 'environment'.
201,environment,atrof-muhit,Medium,Environment,Context,Recycling can help protect the _____.,incorrect,solution,academic strategy,environment,D,The best answer in this context is 'environment' (atrof-muhit).
202,energy,energiya,Medium,Science,EN→UZ,Choose the best Uzbek meaning of 'energy'.,biznes strategiya,moliyaviy imkoniyat,energiya,bozor xarajat,C,'energy' means 'energiya' in Uzbek. Remember it together with its context.
203,energy,energiya,Medium,Science,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'energiya'.,financial opportunity,energy,market cost,business strategy,B,The English word or phrase for 'energiya' is 'energy'.
204,energy,energiya,Medium,Science,Context,Solar panels produce electrical _____.,energy,market cost,business strategy,financial opportunity,A,The best answer in this context is 'energy' (energiya).
205,technology,texnologiya,Medium,Science,EN→UZ,Choose the best Uzbek meaning of 'technology'.,moliyaviy fikr,global qaror,mahsulot xarajat,texnologiya,D,'technology' means 'texnologiya' in Uzbek. Remember it together with its context.
206,technology,texnologiya,Medium,Science,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'texnologiya'.,global decision,product cost,technology,financial feedback,C,The English word or phrase for 'texnologiya' is 'technology'.
207,technology,texnologiya,Medium,Science,Context,New _____ is changing education.,product cost,technology,financial feedback,global decision,B,The best answer in this context is 'technology' (texnologiya).
208,device,qurilma,Medium,Science,EN→UZ,Choose the best Uzbek meaning of 'device'.,qurilma,virtual yechim,mijoz reja,savdo talab,A,'device' means 'qurilma' in Uzbek. Remember it together with its context.
209,device,qurilma,Medium,Science,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'qurilma'.,virtual solution,customer plan,sales demand,device,D,The English word or phrase for 'qurilma' is 'device'.
210,device,qurilma,Medium,Science,Context,A smartphone is a digital _____.,customer plan,sales demand,device,virtual solution,C,The best answer in this context is 'device' (qurilma).
211,system,tizim,Medium,Technology,EN→UZ,Choose the best Uzbek meaning of 'system'.,xizmat model,tizim,moliyaviy strategiya,mahalliy fikr,B,'system' means 'tizim' in Uzbek. Remember it together with its context.
212,system,tizim,Medium,Technology,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'tizim'.,system,financial strategy,local feedback,service model,A,The English word or phrase for 'tizim' is 'system'.
213,system,tizim,Medium,Technology,Context,The school uses an online learning _____.,financial strategy,local feedback,service model,system,D,The best answer in this context is 'system' (tizim).
214,information,ma’lumot,Medium,Media,EN→UZ,Choose the best Uzbek meaning of 'information'.,ma’no,energiya,ma’lumot,milliy mas’uliyat,C,'information' means 'ma’lumot' in Uzbek. Remember it together with its context.
215,information,ma’lumot,Medium,Media,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'ma’lumot'.,energy,information,national responsibility,meaning,B,The English word or phrase for 'ma’lumot' is 'information'.
